dataset,oversampler,classifier,auc_mean,auc_std,time_mean_sec,time_total_sec
secom,None,RF,0.7273344331420913,0.020502718879904003,0.29930753707885743,1.496537685394287
secom,None,LGBM,0.7463790911661312,0.02183728064782478,0.41852169036865233,2.0926084518432617
secom,None,MLP,0.5071176439157645,0.08493946164162215,0.6444003582000732,3.222001791000366
secom,SMOTE,RF,0.7424822060293563,0.029394904402689992,0.4507136344909668,2.253568172454834
secom,SMOTE,LGBM,0.7058053204918415,0.02729361392944902,0.5557998657226563,2.7789993286132812
secom,SMOTE,MLP,0.4940994814869236,0.050413374092964015,1.0462003707885743,5.231001853942871
secom,ADASYN,RF,0.7229516061883167,0.028138014091227015,0.45259981155395507,2.2629990577697754
secom,ADASYN,LGBM,0.7075569774405626,0.028906714514774935,0.5617724418640136,2.8088622093200684
secom,ADASYN,MLP,0.5019690027584273,0.07264635828153991,1.2874672412872314,6.437336206436157
secom,G-SMOTE,RF,0.714192787124668,0.07738371440112819,0.4581302165985107,2.2906510829925537
secom,G-SMOTE,LGBM,0.7420020749428389,0.038834858335213295,0.5801100254058837,2.900550127029419
secom,G-SMOTE,MLP,0.4619205466094053,0.06296933808695242,0.9998918533325195,4.999459266662598
thyroid_sick,None,RF,0.9916182940808925,0.004225067946998029,0.23530397415161133,1.1765198707580566
thyroid_sick,None,LGBM,0.997239306491571,0.0011968887608037986,0.06879992485046386,0.34399962425231934
thyroid_sick,None,MLP,0.9545390979825706,0.012821883441880481,1.0207995891571044,5.1039979457855225
thyroid_sick,SMOTE,RF,0.9916653755516089,0.004280765494258184,0.2746001720428467,1.3730008602142334
thyroid_sick,SMOTE,LGBM,0.9925162887451631,0.007621285102014888,0.13060007095336915,0.6530003547668457
thyroid_sick,SMOTE,MLP,0.9559306500343036,0.024042038434749755,2.8316002368927,14.158001184463501
thyroid_sick,ADASYN,RF,0.9917999338453726,0.00460122735820949,0.2813999652862549,1.4069998264312744
thyroid_sick,ADASYN,LGBM,0.9973250847408975,0.001967803336456944,0.13260011672973632,0.6630005836486816
thyroid_sick,ADASYN,MLP,0.9585250569165018,0.023803358833166963,2.47506103515625,12.37530517578125
thyroid_sick,G-SMOTE,RF,0.988222427065876,0.005783173039688606,0.41370306015014646,2.0685153007507324
thyroid_sick,G-SMOTE,LGBM,0.996039295394542,0.0030934076002434824,0.21840014457702636,1.0920007228851318
thyroid_sick,G-SMOTE,MLP,0.9479025126381663,0.034395076205702126,2.6394121170043947,13.197060585021973
