dataset,oversampler,classifier,auc_mean,auc_std,time_mean_sec,time_total_sec
pageblocks,G-SMOTE,RF,0.9994276094276096,0.00028013617847922955,0.44990177154541017,2.249508857727051
pageblocks,G-SMOTE,LGBM,0.9985154576063667,0.0006302803881840771,0.22520012855529786,1.1260006427764893
pageblocks,G-SMOTE,MLP,0.999485766758494,0.00031418738709165507,3.0406001091003416,15.203000545501709
satellite,NoOverSampling,RF,0.9532554694229113,0.005469177654270422,0.27390222549438475,1.3695111274719238
satellite,NoOverSampling,LGBM,0.9623180017226527,0.004552844751230433,0.0899998664855957,0.4499993324279785
satellite,NoOverSampling,MLP,0.965759173126615,0.007135852105726721,3.8973999500274656,19.48699975013733
satellite,SMOTE,RF,0.9568716623600345,0.003968473025660676,0.44770145416259766,2.2385072708129883
satellite,SMOTE,LGBM,0.9634549526270456,0.004581983322265695,0.13140010833740234,0.6570005416870117
satellite,SMOTE,MLP,0.964905426356589,0.005559940644647309,5.986799716949463,29.933998584747314
satellite,ADASYN,RF,0.9499155900086134,0.005423698349484542,0.45360355377197265,2.2680177688598633
satellite,ADASYN,LGBM,0.9603941429801894,0.003322910951830806,0.13740010261535646,0.6870005130767822
satellite,ADASYN,MLP,0.9645181739879416,0.00672275960079089,6.1374000072479244,30.687000036239624
satellite,G-SMOTE,RF,0.9538632213608957,0.00627874792320947,0.60940580368042,3.0470290184020996
satellite,G-SMOTE,LGBM,0.9548844099913867,0.0052872243833569765,0.26619982719421387,1.3309991359710693
satellite,G-SMOTE,MLP,0.95754556416882,0.006670429659079861,5.194600296020508,25.97300148010254
credit_default,NoOverSampling,RF,0.7790965947160255,0.006291344192687194,0.5846951007843018,2.923475503921509
credit_default,NoOverSampling,LGBM,0.7836034479039402,0.005763844087041279,0.13319973945617675,0.6659986972808838
credit_default,NoOverSampling,MLP,0.6940084866337328,0.01183863294519553,33.27442083358765,166.37210416793823
credit_default,SMOTE,RF,0.7745837773281348,0.006005703761823014,0.9669082641601563,4.834541320800781
credit_default,SMOTE,LGBM,0.7730898775737892,0.006641756897582293,0.20499935150146484,1.0249967575073242
credit_default,SMOTE,MLP,0.6804401744719892,0.010241680248767369,51.40774388313294,257.0387194156647
credit_default,ADASYN,RF,0.7710140084498681,0.004969896284788845,1.0110027313232421,5.055013656616211
credit_default,ADASYN,LGBM,0.7702805506035875,0.006817149623880542,0.2705999851226807,1.3529999256134033
credit_default,ADASYN,MLP,0.6759598241001374,0.010454907385864382,45.95481586456299,229.77407932281494
credit_default,G-SMOTE,RF,0.7672788168224611,0.005718967973750096,1.3324041843414307,6.662020921707153
credit_default,G-SMOTE,LGBM,0.7834734615406406,0.005496511242992177,0.6201991558074951,3.1009957790374756
credit_default,G-SMOTE,MLP,0.695662052520904,0.010463528044849459,51.254762172698975,256.2738108634949
mammography,NoOverSampling,RF,0.9418790363321478,0.016025318343994545,0.28759989738464353,1.4379994869232178
mammography,NoOverSampling,LGBM,0.9413103382491474,0.021159215987770756,0.0815999984741211,0.40799999237060547
mammography,NoOverSampling,MLP,0.9569930889095648,0.014107042870661602,3.8568006992340087,19.284003496170044
mammography,SMOTE,RF,0.9463436734523472,0.014144127652990337,0.41139974594116213,2.0569987297058105
mammography,SMOTE,LGBM,0.9303335563471322,0.01757274859089109,0.10020012855529785,0.5010006427764893
mammography,SMOTE,MLP,0.9130564484435941,0.023452515876767645,11.49207582473755,57.460379123687744
mammography,ADASYN,RF,0.9403641500200205,0.014048786836994016,0.4129998207092285,2.0649991035461426
mammography,ADASYN,LGBM,0.9291998007786383,0.015140943660955017,0.11859989166259766,0.5929994583129883
mammography,ADASYN,MLP,0.9106617243359233,0.028748040990189416,13.696408653259278,68.48204326629639
mammography,G-SMOTE,RF,0.930934796149107,0.012268167357272276,0.6051934719085693,3.0259673595428467
mammography,G-SMOTE,LGBM,0.9237288946897732,0.01757766388506564,0.3313997745513916,1.656998872756958
mammography,G-SMOTE,MLP,0.9332989733305478,0.01335857378767663,14.706400442123414,73.53200221061707
protein_homo,NoOverSampling,RF,0.9923218430750188,0.0014542781347080147,5.806863021850586,29.03431510925293
protein_homo,NoOverSampling,LGBM,0.9935029113091485,0.0003501423755362001,0.7145998477935791,3.5729992389678955
protein_homo,NoOverSampling,MLP,0.9916381813079747,0.0033918085415211695,20.83424072265625,104.17120361328125
protein_homo,SMOTE,RF,0.9925897364999507,0.0013331426792246451,21.664744520187377,108.32372260093689
protein_homo,SMOTE,LGBM,0.9933217567022213,0.00032343249006455384,1.458199644088745,7.290998220443726
protein_homo,SMOTE,MLP,0.9907177775828913,0.0029310877990136592,32.33755888938904,161.6877944469452
protein_homo,ADASYN,RF,0.9912635418170013,0.0006733454962685892,19.275282287597655,96.37641143798828
protein_homo,ADASYN,LGBM,0.9928056041409681,0.000966181448471969,1.5625998973846436,7.812999486923218
protein_homo,ADASYN,MLP,0.990949771298669,0.0024935139381859896,33.39002194404602,166.9501097202301
protein_homo,G-SMOTE,RF,0.9731605877038711,0.003270035899336921,23.038672494888306,115.19336247444153
protein_homo,G-SMOTE,LGBM,0.9824891225735779,0.002443766064237096,4.525505638122558,22.627528190612793
protein_homo,G-SMOTE,MLP,0.9921121667352327,0.0028272059530634564,46.74222292900085,233.71111464500427
unsw_nb15,NoOverSampling,RF,0.9064328618714235,0.0016789220421168183,4.374558544158935,21.872792720794678
unsw_nb15,NoOverSampling,LGBM,0.9182727113939049,0.0030309578456882975,1.278599452972412,6.3929972648620605
unsw_nb15,NoOverSampling,MLP,0.9028432696129315,0.002689847844063463,61.947130346298216,309.7356517314911
unsw_nb15,SMOTE,RF,0.9107102321536701,0.002596203470278612,11.864594793319702,59.32297396659851
unsw_nb15,SMOTE,LGBM,0.9174937230510645,0.004504321030668173,2.543876552581787,12.719382762908936
unsw_nb15,SMOTE,MLP,0.8929290150168505,0.0055344772259510455,813.428328371048,4067.14164185524
unsw_nb15,ADASYN,RF,0.9099449468091972,0.003556701542935138,11.598643779754639,57.99321889877319
unsw_nb15,ADASYN,LGBM,0.9159186212133372,0.006807078387366937,2.830804395675659,14.154021978378296
unsw_nb15,ADASYN,MLP,0.8906187024231984,0.006171659869112925,884.1850965023041,4420.92548251152
unsw_nb15,G-SMOTE,RF,0.8677532089602558,0.013275322812652795,16.351497459411622,81.7574872970581
unsw_nb15,G-SMOTE,LGBM,0.9032193199982499,0.0025132794675189257,5.5338747024536135,27.669373512268066
unsw_nb15,G-SMOTE,MLP,0.8875833175437388,0.0023436226381185143,530.523746919632,2652.61873459816
fraud_detection,NoOverSampling,RF,0.9800547666322801,0.006335639763119922,17.424980640411377,87.12490320205688
fraud_detection,NoOverSampling,LGBM,0.8590895682891231,0.025501649271920713,0.6178009510040283,3.0890047550201416
fraud_detection,NoOverSampling,MLP,0.9604538004820891,0.0099751732307459,36.14794054031372,180.7397027015686
fraud_detection,SMOTE,RF,0.9843554386612766,0.005837570373213552,40.79618163108826,203.98090815544128
fraud_detection,SMOTE,LGBM,0.9797089447227247,0.009434646966059439,1.1613999366760255,5.806999683380127
fraud_detection,SMOTE,MLP,0.9610503015720067,0.009331845615501119,71.72436594963074,358.6218297481537
fraud_detection,ADASYN,RF,0.9816053091878949,0.005495537663140103,35.25170783996582,176.2585391998291
fraud_detection,ADASYN,LGBM,0.978516460773565,0.007161442207061812,1.2395996570587158,6.197998285293579
fraud_detection,ADASYN,MLP,0.9605633079348099,0.0052311722889163016,84.4994728565216,422.49736428260803
fraud_detection,G-SMOTE,RF,0.9843031821941031,0.005527090102547957,46.09573035240173,230.47865176200867
fraud_detection,G-SMOTE,LGBM,0.9788396384134008,0.009544900933688802,6.234799528121949,31.17399764060974
fraud_detection,G-SMOTE,MLP,0.9734626694264017,0.006552570673694346,124.29621539115905,621.4810769557953
