dataset,oversampling,classifier,alpha_mode,alpha_value,mmd_stage,best_k,n_candidates,candidate_multiplier_used,multiplier_capped,n_syn_target,n_synthetic,minority_ratio,target_gap,mmd_before,mmd_after,gmm_time,ctgan_train_time,generation_time,stage1_time,stage2_time,filter_time,train_time,AUC,PR_AUC,F1,Precision,Recall,G_mean,Balanced_Acc
credit_default,Q-G-CTGAN_a0.2_MMDoff,LGBM,fixed,0.2,False,9,23225,5.0,False,11710,11710,0.5,0.0,0.009689,0.029103,5.249,68.987,2.028,0.439,0.001,0.44,0.13,0.7798,0.551,0.6763,0.7519,0.6518,0.5798,0.6518
credit_default,Q-G-CTGAN_a0.2_MMDoff,MLP,fixed,0.2,False,9,23225,5.0,False,11710,11710,0.5,0.0,0.009689,0.029103,5.249,68.987,2.028,0.439,0.001,0.44,44.45,0.6888,0.3704,0.605,0.6294,0.5958,0.5168,0.5958
credit_default,Q-G-CTGAN_a0.3_MMDon,RF,fixed,0.3,True,9,23225,5.0,False,11710,11710,0.5,0.0,0.009689,0.009877,5.249,68.987,2.028,0.45,17.587,18.04,0.7,0.7637,0.5436,0.679,0.746,0.6553,0.5881,0.6553
credit_default,Q-G-CTGAN_a0.3_MMDon,LGBM,fixed,0.3,True,9,23225,5.0,False,11710,11710,0.5,0.0,0.009689,0.009877,5.249,68.987,2.028,0.45,17.587,18.04,0.16,0.7803,0.5471,0.6767,0.7508,0.6524,0.5812,0.6524
credit_default,Q-G-CTGAN_a0.3_MMDon,MLP,fixed,0.3,True,9,23225,5.0,False,11710,11710,0.5,0.0,0.009689,0.009877,5.249,68.987,2.028,0.45,17.587,18.04,42.45,0.6872,0.3832,0.6185,0.64,0.6087,0.5404,0.6087
credit_default,Q-G-CTGAN_a0.3_MMDoff,RF,fixed,0.3,False,9,23225,5.0,False,11710,11710,0.5,0.0,0.009689,0.02374,5.249,68.987,2.028,0.417,0.0,0.42,0.66,0.7629,0.5439,0.6792,0.7492,0.6551,0.5867,0.6551
credit_default,Q-G-CTGAN_a0.3_MMDoff,LGBM,fixed,0.3,False,9,23225,5.0,False,11710,11710,0.5,0.0,0.009689,0.02374,5.249,68.987,2.028,0.417,0.0,0.42,0.14,0.7801,0.5535,0.6765,0.7538,0.6518,0.5793,0.6518
credit_default,Q-G-CTGAN_a0.3_MMDoff,MLP,fixed,0.3,False,9,23225,5.0,False,11710,11710,0.5,0.0,0.009689,0.02374,5.249,68.987,2.028,0.417,0.0,0.42,35.65,0.7158,0.4281,0.6505,0.6614,0.6429,0.5994,0.6429
credit_default,Q-G-CTGAN_adaptive_MMDon,RF,adaptive,adaptive,True,9,23225,5.0,False,11710,11710,0.5,0.0,0.009689,0.014326,5.249,68.987,2.028,0.434,23.904,24.34,0.66,0.7626,0.541,0.6786,0.7444,0.6551,0.5882,0.6551
credit_default,Q-G-CTGAN_adaptive_MMDon,LGBM,adaptive,adaptive,True,9,23225,5.0,False,11710,11710,0.5,0.0,0.009689,0.014326,5.249,68.987,2.028,0.434,23.904,24.34,0.14,0.7794,0.548,0.6752,0.7494,0.651,0.5791,0.651
credit_default,Q-G-CTGAN_adaptive_MMDon,MLP,adaptive,adaptive,True,9,23225,5.0,False,11710,11710,0.5,0.0,0.009689,0.014326,5.249,68.987,2.028,0.434,23.904,24.34,42.63,0.6677,0.3601,0.599,0.6187,0.5911,0.5138,0.5911
credit_default,Q-G-CTGAN_adaptive_MMDoff,RF,adaptive,adaptive,False,9,23225,5.0,False,11710,11710,0.5,0.0,0.009689,0.029856,5.249,68.987,2.028,0.445,0.0,0.45,0.64,0.7639,0.543,0.6766,0.7463,0.6528,0.5832,0.6528
credit_default,Q-G-CTGAN_adaptive_MMDoff,LGBM,adaptive,adaptive,False,9,23225,5.0,False,11710,11710,0.5,0.0,0.009689,0.029856,5.249,68.987,2.028,0.445,0.0,0.45,0.15,0.7796,0.5466,0.6772,0.7545,0.6524,0.5802,0.6524
credit_default,Q-G-CTGAN_adaptive_MMDoff,MLP,adaptive,adaptive,False,9,23225,5.0,False,11710,11710,0.5,0.0,0.009689,0.029856,5.249,68.987,2.028,0.445,0.0,0.45,34.82,0.7121,0.4122,0.6484,0.6571,0.6419,0.6001,0.6419
fraud_detection,Q-G-CTGAN_a0.1_MMDon,RF,fixed,0.1,True,6,17200,50.0,True,198676,15480,0.0737,0.4263,0.059819,0.058961,0.263,38.682,1.937,0.289,0.001,0.3,10.14,0.9718,0.8052,0.8896,0.8695,0.9119,0.9077,0.9119
fraud_detection,Q-G-CTGAN_a0.1_MMDon,LGBM,fixed,0.1,True,6,17200,50.0,True,198676,15480,0.0737,0.4263,0.059819,0.058961,0.263,38.682,1.937,0.289,0.001,0.3,0.43,0.9557,0.7131,0.8661,0.8296,0.9118,0.9076,0.9118
fraud_detection,Q-G-CTGAN_a0.1_MMDon,MLP,fixed,0.1,True,6,17200,50.0,True,198676,15480,0.0737,0.4263,0.059819,0.058961,0.263,38.682,1.937,0.289,0.001,0.3,47.57,0.9472,0.7944,0.9095,0.951,0.8749,0.866,0.8749
fraud_detection,Q-G-CTGAN_a0.1_MMDoff,RF,fixed,0.1,False,6,17200,50.0,True,198676,15480,0.0737,0.4263,0.059819,0.058961,0.263,38.682,1.937,0.284,0.001,0.29,10.33,0.9718,0.8052,0.8896,0.8695,0.9119,0.9077,0.9119
fraud_detection,Q-G-CTGAN_a0.1_MMDoff,LGBM,fixed,0.1,False,6,17200,50.0,True,198676,15480,0.0737,0.4263,0.059819,0.058961,0.263,38.682,1.937,0.284,0.001,0.29,0.46,0.9557,0.7131,0.8661,0.8296,0.9118,0.9076,0.9118
fraud_detection,Q-G-CTGAN_a0.1_MMDoff,MLP,fixed,0.1,False,6,17200,50.0,True,198676,15480,0.0737,0.4263,0.059819,0.058961,0.263,38.682,1.937,0.284,0.001,0.29,47.91,0.9472,0.7944,0.9095,0.951,0.8749,0.866,0.8749
fraud_detection,Q-G-CTGAN_a0.2_MMDon,RF,fixed,0.2,True,6,17200,50.0,True,198676,13760,0.0662,0.4338,0.059819,0.057539,0.263,38.682,1.937,0.28,0.001,0.28,9.98,0.9635,0.8064,0.8959,0.8811,0.9119,0.9077,0.9119
fraud_detection,Q-G-CTGAN_a0.2_MMDon,LGBM,fixed,0.2,True,6,17200,50.0,True,198676,13760,0.0662,0.4338,0.059819,0.057539,0.263,38.682,1.937,0.28,0.001,0.28,0.44,0.9528,0.7323,0.8732,0.8436,0.9085,0.9039,0.9085
fraud_detection,Q-G-CTGAN_a0.2_MMDon,MLP,fixed,0.2,True,6,17200,50.0,True,198676,13760,0.0662,0.4338,0.059819,0.057539,0.263,38.682,1.937,0.28,0.001,0.28,22.96,0.9524,0.8099,0.9097,0.9294,0.8918,0.8852,0.8918
fraud_detection,Q-G-CTGAN_a0.2_MMDoff,RF,fixed,0.2,False,6,17200,50.0,True,198676,13760,0.0662,0.4338,0.059819,0.057539,0.263,38.682,1.937,0.284,0.001,0.29,9.95,0.9635,0.8064,0.8959,0.8811,0.9119,0.9077,0.9119
fraud_detection,Q-G-CTGAN_a0.2_MMDoff,LGBM,fixed,0.2,False,6,17200,50.0,True,198676,13760,0.0662,0.4338,0.059819,0.057539,0.263,38.682,1.937,0.284,0.001,0.29,0.45,0.9528,0.7323,0.8732,0.8436,0.9085,0.9039,0.9085
fraud_detection,Q-G-CTGAN_a0.2_MMDoff,MLP,fixed,0.2,False,6,17200,50.0,True,198676,13760,0.0662,0.4338,0.059819,0.057539,0.263,38.682,1.937,0.284,0.001,0.29,22.86,0.9524,0.8099,0.9097,0.9294,0.8918,0.8852,0.8918
fraud_detection,Q-G-CTGAN_a0.3_MMDon,RF,fixed,0.3,True,6,17200,50.0,True,198676,12040,0.0586,0.4414,0.059819,0.058092,0.263,38.682,1.937,0.278,0.0,0.28,9.8,0.9758,0.8086,0.8946,0.8787,0.9119,0.9077,0.9119
fraud_detection,Q-G-CTGAN_a0.3_MMDon,LGBM,fixed,0.3,True,6,17200,50.0,True,198676,12040,0.0586,0.4414,0.059819,0.058092,0.263,38.682,1.937,0.278,0.0,0.28,0.44,0.9476,0.7358,0.8728,0.8406,0.9118,0.9076,0.9118
fraud_detection,Q-G-CTGAN_a0.3_MMDon,MLP,fixed,0.3,True,6,17200,50.0,True,198676,12040,0.0586,0.4414,0.059819,0.058092,0.263,38.682,1.937,0.278,0.0,0.28,32.44,0.9502,0.8046,0.9033,0.9195,0.8884,0.8814,0.8884
fraud_detection,Q-G-CTGAN_a0.3_MMDoff,RF,fixed,0.3,False,6,17200,50.0,True,198676,12040,0.0586,0.4414,0.059819,0.058092,0.263,38.682,1.937,0.291,0.001,0.3,9.82,0.9758,0.8086,0.8946,0.8787,0.9119,0.9077,0.9119
fraud_detection,Q-G-CTGAN_a0.3_MMDoff,LGBM,fixed,0.3,False,6,17200,50.0,True,198676,12040,0.0586,0.4414,0.059819,0.058092,0.263,38.682,1.937,0.291,0.001,0.3,0.43,0.9476,0.7358,0.8728,0.8406,0.9118,0.9076,0.9118
fraud_detection,Q-G-CTGAN_a0.3_MMDoff,MLP,fixed,0.3,False,6,17200,50.0,True,198676,12040,0.0586,0.4414,0.059819,0.058092,0.263,38.682,1.937,0.291,0.001,0.3,32.1,0.9502,0.8046,0.9033,0.9195,0.8884,0.8814,0.8884
fraud_detection,Q-G-CTGAN_adaptive_MMDon,RF,adaptive,adaptive,True,6,17200,50.0,True,198676,12593,0.061,0.439,0.059819,0.057483,0.263,38.682,1.937,0.286,0.001,0.29,9.79,0.9692,0.8054,0.8934,0.8764,0.9119,0.9077,0.9119
fraud_detection,Q-G-CTGAN_adaptive_MMDon,LGBM,adaptive,adaptive,True,6,17200,50.0,True,198676,12593,0.061,0.439,0.059819,0.057483,0.263,38.682,1.937,0.286,0.001,0.29,0.44,0.9559,0.7336,0.8728,0.8406,0.9118,0.9076,0.9118
fraud_detection,Q-G-CTGAN_adaptive_MMDon,MLP,adaptive,adaptive,True,6,17200,50.0,True,198676,12593,0.061,0.439,0.059819,0.057483,0.263,38.682,1.937,0.286,0.001,0.29,34.52,0.948,0.7872,0.9078,0.9378,0.8817,0.8737,0.8817
fraud_detection,Q-G-CTGAN_adaptive_MMDoff,RF,adaptive,adaptive,False,6,17200,50.0,True,198676,12593,0.061,0.439,0.059819,0.057483,0.263,38.682,1.937,0.278,0.001,0.28,9.95,0.9692,0.8054,0.8934,0.8764,0.9119,0.9077,0.9119
fraud_detection,Q-G-CTGAN_adaptive_MMDoff,LGBM,adaptive,adaptive,False,6,17200,50.0,True,198676,12593,0.061,0.439,0.059819,0.057483,0.263,38.682,1.937,0.278,0.001,0.28,0.44,0.9559,0.7336,0.8728,0.8406,0.9118,0.9076,0.9118
fraud_detection,Q-G-CTGAN_adaptive_MMDoff,MLP,adaptive,adaptive,False,6,17200,50.0,True,198676,12593,0.061,0.439,0.059819,0.057483,0.263,38.682,1.937,0.278,0.001,0.28,33.66,0.948,0.7872,0.9078,0.9378,0.8817,0.8737,0.8817
pima_diabetes,Q-G-CTGAN_a0.1_MMDon,RF,fixed,0.1,True,4,935,5.0,False,163,163,0.5,0.0,0.045863,0.022437,0.3,12.991,0.059,0.008,0.064,0.07,0.25,0.821,0.7073,0.7109,0.7103,0.7115,0.7068,0.7115
pima_diabetes,Q-G-CTGAN_a0.1_MMDon,LGBM,fixed,0.1,True,4,935,5.0,False,163,163,0.5,0.0,0.045863,0.022437,0.3,12.991,0.059,0.008,0.064,0.07,0.06,0.8183,0.6891,0.7132,0.7145,0.712,0.7057,0.712
pima_diabetes,Q-G-CTGAN_a0.1_MMDon,MLP,fixed,0.1,True,4,935,5.0,False,163,163,0.5,0.0,0.045863,0.022437,0.3,12.991,0.059,0.008,0.064,0.07,0.91,0.7561,0.6375,0.6968,0.6941,0.701,0.6985,0.701
pima_diabetes,Q-G-CTGAN_a0.1_MMDoff,RF,fixed,0.1,False,4,935,5.0,False,163,163,0.5,0.0,0.045863,0.199471,0.3,12.991,0.059,0.007,0.0,0.01,0.21,0.824,0.7189,0.7117,0.7261,0.7044,0.6885,0.7044
pima_diabetes,Q-G-CTGAN_a0.1_MMDoff,LGBM,fixed,0.1,False,4,935,5.0,False,163,163,0.5,0.0,0.045863,0.199471,0.3,12.991,0.059,0.007,0.0,0.01,0.06,0.8176,0.6874,0.6918,0.705,0.6854,0.6678,0.6854
pima_diabetes,Q-G-CTGAN_a0.1_MMDoff,MLP,fixed,0.1,False,4,935,5.0,False,163,163,0.5,0.0,0.045863,0.199471,0.3,12.991,0.059,0.007,0.0,0.01,0.9,0.7723,0.6475,0.7014,0.7009,0.702,0.6968,0.702
pima_diabetes,Q-G-CTGAN_a0.2_MMDon,RF,fixed,0.2,True,4,935,5.0,False,163,163,0.5,0.0,0.045863,0.023272,0.3,12.991,0.059,0.007,0.036,0.04,0.21,0.8281,0.7185,0.7132,0.7145,0.712,0.7057,0.712
pima_diabetes,Q-G-CTGAN_a0.2_MMDon,LGBM,fixed,0.2,True,4,935,5.0,False,163,163,0.5,0.0,0.045863,0.023272,0.3,12.991,0.059,0.007,0.036,0.04,0.05,0.8136,0.6899,0.7014,0.7009,0.702,0.6968,0.702
pima_diabetes,Q-G-CTGAN_a0.2_MMDon,MLP,fixed,0.2,True,4,935,5.0,False,163,163,0.5,0.0,0.045863,0.023272,0.3,12.991,0.059,0.007,0.036,0.04,0.92,0.7736,0.657,0.7154,0.7124,0.72,0.718,0.72
pima_diabetes,Q-G-CTGAN_a0.2_MMDoff,RF,fixed,0.2,False,4,935,5.0,False,163,163,0.5,0.0,0.045863,0.207781,0.3,12.991,0.059,0.007,0.0,0.01,0.22,0.8223,0.7125,0.7117,0.7261,0.7044,0.6885,0.7044
pima_diabetes,Q-G-CTGAN_a0.2_MMDoff,LGBM,fixed,0.2,False,4,935,5.0,False,163,163,0.5,0.0,0.045863,0.207781,0.3,12.991,0.059,0.007,0.0,0.01,0.05,0.8166,0.6905,0.7276,0.7413,0.7201,0.7064,0.7201
pima_diabetes,Q-G-CTGAN_a0.2_MMDoff,MLP,fixed,0.2,False,4,935,5.0,False,163,163,0.5,0.0,0.045863,0.207781,0.3,12.991,0.059,0.007,0.0,0.01,0.92,0.7719,0.6339,0.6979,0.6998,0.6963,0.6885,0.6963
pima_diabetes,Q-G-CTGAN_a0.3_MMDon,RF,fixed,0.3,True,4,935,5.0,False,163,163,0.5,0.0,0.045863,0.023511,0.3,12.991,0.059,0.007,0.03,0.04,0.21,0.8241,0.7259,0.7267,0.7289,0.7248,0.7185,0.7248
pima_diabetes,Q-G-CTGAN_a0.3_MMDon,LGBM,fixed,0.3,True,4,935,5.0,False,163,163,0.5,0.0,0.045863,0.023511,0.3,12.991,0.059,0.007,0.03,0.04,0.05,0.8048,0.6646,0.7036,0.7049,0.7025,0.6957,0.7025
pima_diabetes,Q-G-CTGAN_a0.3_MMDon,MLP,fixed,0.3,True,4,935,5.0,False,163,163,0.5,0.0,0.045863,0.023511,0.3,12.991,0.059,0.007,0.03,0.04,0.92,0.7788,0.6632,0.6851,0.6821,0.691,0.6892,0.691
pima_diabetes,Q-G-CTGAN_a0.3_MMDoff,RF,fixed,0.3,False,4,935,5.0,False,163,163,0.5,0.0,0.045863,0.213471,0.3,12.991,0.059,0.007,0.0,0.01,0.22,0.8232,0.7096,0.6973,0.7173,0.6893,0.6678,0.6893
pima_diabetes,Q-G-CTGAN_a0.3_MMDoff,LGBM,fixed,0.3,False,4,935,5.0,False,163,163,0.5,0.0,0.045863,0.213471,0.3,12.991,0.059,0.007,0.0,0.01,0.04,0.813,0.6919,0.7276,0.75,0.7178,0.6992,0.7178
pima_diabetes,Q-G-CTGAN_a0.3_MMDoff,MLP,fixed,0.3,False,4,935,5.0,False,163,163,0.5,0.0,0.045863,0.213471,0.3,12.991,0.059,0.007,0.0,0.01,0.94,0.7772,0.6401,0.694,0.6952,0.693,0.6857,0.693
pima_diabetes,Q-G-CTGAN_adaptive_MMDon,RF,adaptive,adaptive,True,4,935,5.0,False,163,163,0.5,0.0,0.045863,0.020876,0.3,12.991,0.059,0.007,0.033,0.04,0.22,0.8218,0.7113,0.7053,0.7053,0.7053,0.6998,0.7053
pima_diabetes,Q-G-CTGAN_adaptive_MMDon,LGBM,adaptive,adaptive,True,4,935,5.0,False,163,163,0.5,0.0,0.045863,0.020876,0.3,12.991,0.059,0.007,0.033,0.04,0.05,0.8177,0.6916,0.7075,0.7095,0.7058,0.6986,0.7058
pima_diabetes,Q-G-CTGAN_adaptive_MMDon,MLP,adaptive,adaptive,True,4,935,5.0,False,163,163,0.5,0.0,0.045863,0.020876,0.3,12.991,0.059,0.007,0.033,0.04,0.88,0.7765,0.665,0.6858,0.6838,0.6886,0.6849,0.6886
pima_diabetes,Q-G-CTGAN_adaptive_MMDoff,RF,adaptive,adaptive,False,4,935,5.0,False,163,163,0.5,0.0,0.045863,0.199471,0.3,12.991,0.059,0.006,0.0,0.01,0.21,0.824,0.7189,0.7117,0.7261,0.7044,0.6885,0.7044
pima_diabetes,Q-G-CTGAN_adaptive_MMDoff,LGBM,adaptive,adaptive,False,4,935,5.0,False,163,163,0.5,0.0,0.045863,0.199471,0.3,12.991,0.059,0.006,0.0,0.01,0.05,0.8176,0.6874,0.6918,0.705,0.6854,0.6678,0.6854
pima_diabetes,Q-G-CTGAN_adaptive_MMDoff,MLP,adaptive,adaptive,False,4,935,5.0,False,163,163,0.5,0.0,0.045863,0.199471,0.3,12.991,0.059,0.006,0.0,0.01,0.87,0.7723,0.6475,0.7014,0.7009,0.702,0.6968,0.702
ibm_attrition,Q-G-CTGAN_a0.1_MMDon,RF,fixed,0.1,True,6,1046,6.3,False,697,697,0.5,0.0,0.02061,0.018266,0.142,50.066,0.822,0.059,0.105,0.16,0.22,0.7673,0.3964,0.5582,0.6916,0.5526,0.3522,0.5526
ibm_attrition,Q-G-CTGAN_a0.1_MMDon,LGBM,fixed,0.1,True,6,1046,6.3,False,697,697,0.5,0.0,0.02061,0.018266,0.142,50.066,0.822,0.059,0.105,0.16,0.09,0.7685,0.4428,0.6097,0.7101,0.5894,0.4521,0.5894
ibm_attrition,Q-G-CTGAN_a0.1_MMDon,MLP,fixed,0.1,True,6,1046,6.3,False,697,697,0.5,0.0,0.02061,0.018266,0.142,50.066,0.822,0.059,0.105,0.16,0.72,0.7142,0.4142,0.65,0.6548,0.6458,0.5949,0.6458
ibm_attrition,Q-G-CTGAN_a0.1_MMDoff,RF,fixed,0.1,False,6,1046,6.3,False,697,697,0.5,0.0,0.02061,0.033931,0.142,50.066,0.822,0.068,0.0,0.07,0.26,0.7707,0.3908,0.5395,0.6945,0.5412,0.3114,0.5412
ibm_attrition,Q-G-CTGAN_a0.1_MMDoff,LGBM,fixed,0.1,False,6,1046,6.3,False,697,697,0.5,0.0,0.02061,0.033931,0.142,50.066,0.822,0.068,0.0,0.07,0.08,0.758,0.4375,0.6351,0.7619,0.6076,0.4833,0.6076
ibm_attrition,Q-G-CTGAN_a0.1_MMDoff,MLP,fixed,0.1,False,6,1046,6.3,False,697,697,0.5,0.0,0.02061,0.033931,0.142,50.066,0.822,0.068,0.0,0.07,0.75,0.717,0.399,0.6283,0.6343,0.6234,0.5612,0.6234
ibm_attrition,Q-G-CTGAN_a0.2_MMDon,RF,fixed,0.2,True,6,1046,6.3,False,697,697,0.5,0.0,0.02061,0.018928,0.142,50.066,0.822,0.058,0.106,0.16,0.23,0.7679,0.3977,0.5362,0.6582,0.5385,0.3106,0.5385
ibm_attrition,Q-G-CTGAN_a0.2_MMDon,LGBM,fixed,0.2,True,6,1046,6.3,False,697,697,0.5,0.0,0.02061,0.018928,0.142,50.066,0.822,0.058,0.106,0.16,0.09,0.7654,0.4592,0.6188,0.7191,0.5965,0.467,0.5965
ibm_attrition,Q-G-CTGAN_a0.2_MMDon,MLP,fixed,0.2,True,6,1046,6.3,False,697,697,0.5,0.0,0.02061,0.018928,0.142,50.066,0.822,0.058,0.106,0.16,0.73,0.7162,0.4068,0.6459,0.6576,0.6372,0.5767,0.6372
ibm_attrition,Q-G-CTGAN_a0.2_MMDoff,RF,fixed,0.2,False,6,1046,6.3,False,697,697,0.5,0.0,0.02061,0.023992,0.142,50.066,0.822,0.067,0.0,0.07,0.24,0.7695,0.3945,0.5248,0.6382,0.5314,0.2875,0.5314
ibm_attrition,Q-G-CTGAN_a0.2_MMDoff,LGBM,fixed,0.2,False,6,1046,6.3,False,697,697,0.5,0.0,0.02061,0.023992,0.142,50.066,0.822,0.067,0.0,0.07,0.08,0.7689,0.4599,0.6235,0.7414,0.5992,0.4683,0.5992
ibm_attrition,Q-G-CTGAN_a0.2_MMDoff,MLP,fixed,0.2,False,6,1046,6.3,False,697,697,0.5,0.0,0.02061,0.023992,0.142,50.066,0.822,0.067,0.0,0.07,0.75,0.7201,0.41,0.637,0.6434,0.6317,0.5732,0.6317
ibm_attrition,Q-G-CTGAN_a0.3_MMDon,RF,fixed,0.3,True,6,1046,6.3,False,697,697,0.5,0.0,0.02061,0.019864,0.142,50.066,0.822,0.067,0.101,0.17,0.25,0.7729,0.3987,0.5362,0.6582,0.5385,0.3106,0.5385
ibm_attrition,Q-G-CTGAN_a0.3_MMDon,LGBM,fixed,0.3,True,6,1046,6.3,False,697,697,0.5,0.0,0.02061,0.019864,0.142,50.066,0.822,0.067,0.101,0.17,0.11,0.7732,0.4626,0.6351,0.7619,0.6076,0.4833,0.6076
ibm_attrition,Q-G-CTGAN_a0.3_MMDon,MLP,fixed,0.3,True,6,1046,6.3,False,697,697,0.5,0.0,0.02061,0.019864,0.142,50.066,0.822,0.067,0.101,0.17,0.76,0.7195,0.4192,0.6458,0.6526,0.6401,0.585,0.6401
ibm_attrition,Q-G-CTGAN_a0.3_MMDoff,RF,fixed,0.3,False,6,1046,6.3,False,697,697,0.5,0.0,0.02061,0.020046,0.142,50.066,0.822,0.066,0.0,0.07,0.25,0.7669,0.3847,0.5491,0.6927,0.5469,0.3325,0.5469
ibm_attrition,Q-G-CTGAN_a0.3_MMDoff,LGBM,fixed,0.3,False,6,1046,6.3,False,697,697,0.5,0.0,0.02061,0.020046,0.142,50.066,0.822,0.066,0.0,0.07,0.08,0.7589,0.4417,0.6212,0.7299,0.5978,0.4676,0.5978
ibm_attrition,Q-G-CTGAN_a0.3_MMDoff,MLP,fixed,0.3,False,6,1046,6.3,False,697,697,0.5,0.0,0.02061,0.020046,0.142,50.066,0.822,0.066,0.0,0.07,0.76,0.7201,0.4156,0.6349,0.6402,0.6304,0.5724,0.6304
ibm_attrition,Q-G-CTGAN_adaptive_MMDon,RF,adaptive,adaptive,True,6,1046,6.3,False,697,697,0.5,0.0,0.02061,0.018485,0.142,50.066,0.822,0.064,0.071,0.13,0.25,0.7669,0.3989,0.5345,0.6435,0.5371,0.3102,0.5371
ibm_attrition,Q-G-CTGAN_adaptive_MMDon,LGBM,adaptive,adaptive,True,6,1046,6.3,False,697,697,0.5,0.0,0.02061,0.018485,0.142,50.066,0.822,0.064,0.071,0.13,0.09,0.7642,0.4435,0.6235,0.7414,0.5992,0.4683,0.5992
ibm_attrition,Q-G-CTGAN_adaptive_MMDon,MLP,adaptive,adaptive,True,6,1046,6.3,False,697,697,0.5,0.0,0.02061,0.018485,0.142,50.066,0.822,0.064,0.071,0.13,0.72,0.7117,0.4064,0.6478,0.6515,0.6445,0.594,0.6445
ibm_attrition,Q-G-CTGAN_adaptive_MMDoff,RF,adaptive,adaptive,False,6,1046,6.3,False,697,697,0.5,0.0,0.02061,0.019422,0.142,50.066,0.822,0.066,0.0,0.07,0.25,0.7686,0.3809,0.5345,0.6435,0.5371,0.3102,0.5371
ibm_attrition,Q-G-CTGAN_adaptive_MMDoff,LGBM,adaptive,adaptive,False,6,1046,6.3,False,697,697,0.5,0.0,0.02061,0.019422,0.142,50.066,0.822,0.066,0.0,0.07,0.08,0.7733,0.4425,0.6143,0.7327,0.5921,0.4534,0.5921
ibm_attrition,Q-G-CTGAN_adaptive_MMDoff,MLP,adaptive,adaptive,False,6,1046,6.3,False,697,697,0.5,0.0,0.02061,0.019422,0.142,50.066,0.822,0.066,0.0,0.07,0.71,0.711,0.3992,0.6195,0.6252,0.615,0.5491,0.615
yeast_me2,Q-G-CTGAN_a0.1_MMDon,RF,fixed,0.1,True,3,1409,40.25,False,966,966,0.5,0.0,0.10775,0.083211,0.107,4.98,0.035,0.019,0.109,0.13,0.34,0.9228,0.2979,0.5503,0.7342,0.5322,0.2579,0.5322
